Stock_A,Stock_B,Correlation,Industry_A,Industry_B,Same_Industry,Industry_Pair,count,mean,std,Industry_Z
ADSK,LULU,0.42979184945058163,Software - Application,Apparel Retail,False,Apparel Retail | Software - Application,22,0.3581807067056881,0.04866480047615451,1.4715182646229614
ADSK,NFLX,0.434046034747463,Software - Application,Entertainment,False,Entertainment | Software - Application,22,0.29484213420598365,0.09481524763901156,1.468159436459713
ADI,SBUX,0.45404058454314783,Semiconductors,Restaurants,False,Restaurants | Semiconductors,14,0.35785781540115974,0.0655500276735269,1.4673185131366857
ABNB,ZS,0.4512995114934757,Travel Services,Software - Infrastructure,False,Software - Infrastructure | Travel Services,16,0.37427499779575063,0.052752149396704966,1.460120859123443
PYPL,ZS,0.44710979301886733,Credit Services,Software - Infrastructure,False,Credit Services | Software - Infrastructure,8,0.4127034367081592,0.023805996395441172,1.4452810854536187
ADSK,BKNG,0.46895238981968534,Software - Application,Travel Services,False,Software - Application | Travel Services,22,0.3882712926676135,0.05591080900153054,1.4430321898912823
ASML,BKNG,0.46265127490881086,Semiconductor Equipment & Materials,Travel Services,False,Semiconductor Equipment & Materials | Travel Services,8,0.43630068684132584,0.01841623294518077,1.4308348588944486
ADI,LULU,0.4227653100352735,Semiconductors,Apparel Retail,False,Apparel Retail | Semiconductors,28,0.347301810930265,0.05286807797338919,1.4273925211162881
ADI,CSCO,0.47520415035020575,Semiconductors,Communication Equipment,False,Communication Equipment | Semiconductors,14,0.40080305618444917,0.05237820206088142,1.4204591077654214
AMZN,NFLX,0.4799785246632304,Internet Retail,Entertainment,False,Entertainment | Internet Retail,8,0.31353561217824144,0.11723688744645135,1.4197145293627207
AMD,TTD,0.44596009656241137,Semiconductors,Advertising Agencies,False,Advertising Agencies | Semiconductors,28,0.3613711580454765,0.059894583704677234,1.4122969605067852
CEG,MRVL,0.4025698570320162,Utilities - Independent Power Producers,Semiconductors,False,Semiconductors | Utilities - Independent Power Producers,14,0.307287856914802,0.06761469481376932,1.409190714823882
AMZN,LULU,0.4493473598580872,Internet Retail,Apparel Retail,False,Apparel Retail | Internet Retail,8,0.3265219992342614,0.0876273095701298,1.4016790111024273
ADI,HON,0.46792496489626384,Semiconductors,Conglomerates,False,Conglomerates | Semiconductors,14,0.3656175353252194,0.07306553373044199,1.4002146340090187
ADI,LIN,0.4622660870871513,Semiconductors,Specialty Chemicals,False,Semiconductors | Specialty Chemicals,14,0.36280774639959956,0.0711886694617254,1.3971091388500456
NFLX,WDAY,0.4258639307815445,Entertainment,Software - Application,False,Entertainment | Software - Application,22,0.29484213420598365,0.09481524763901156,1.381864202626964
ADI,CSGP,0.44476841116059423,Semiconductors,Real Estate Services,False,Real Estate Services | Semiconductors,14,0.34580113463459916,0.07181003869699995,1.37818163479321
ASML,LULU,0.40266071086988997,Semiconductor Equipment & Materials,Apparel Retail,False,Apparel Retail | Semiconductor Equipment & Materials,8,0.3776603262070566,0.018210956496415846,1.372821063394105
ABNB,PLTR,0.445944281098294,Travel Services,Software - Infrastructure,False,Software - Infrastructure | Travel Services,16,0.37427499779575063,0.052752149396704966,1.358604040255846
AXON,PLTR,0.43394580141115285,Aerospace & Defense,Software - Infrastructure,False,Aerospace & Defense | Software - Infrastructure,8,0.37926117630854705,0.040269414035308926,1.3579692283244391
CPRT,NXPI,0.49953932256819883,Specialty Business Services,Semiconductors,False,Semiconductors | Specialty Business Services,28,0.40191871247002336,0.07224767816505948,1.3511937349065826
ADBE,NFLX,0.4203986632633607,Software - Application,Entertainment,False,Entertainment | Software - Application,22,0.29484213420598365,0.09481524763901156,1.3242229724000323
ADI,CSX,0.43750705137802853,Semiconductors,Railroads,False,Railroads | Semiconductors,14,0.33851631250218034,0.07522101065049323,1.3159985224846098
ADI,TTD,0.4400989413974498,Semiconductors,Advertising Agencies,False,Advertising Agencies | Semiconductors,28,0.3613711580454765,0.059894583704677234,1.3144391108911806
ABNB,ADI,0.4729629363693216,Travel Services,Semiconductors,False,Semiconductors | Travel Services,28,0.41303745348535187,0.045789971924161815,1.3087032021600578
NXPI,ODFL,0.49460407323459415,Semiconductors,Trucking,False,Semiconductors | Trucking,14,0.40174503571867354,0.07113004125300036,1.3054826888913649
NXPI,PCAR,0.4616263287118811,Semiconductors,Farm & Heavy Construction Machinery,False,Farm & Heavy Construction Machinery | Semiconductors,14,0.36429873905520477,0.07551640077602607,1.2888271773616435
LULU,WDAY,0.42078915365062397,Apparel Retail,Software - Application,False,Apparel Retail | Software - Application,22,0.3581807067056881,0.04866480047615451,1.2865242707737738
HON,TXN,0.4592612520987983,Conglomerates,Semiconductors,False,Conglomerates | Semiconductors,14,0.3656175353252194,0.07306553373044199,1.2816400838055226
AXON,INTU,0.42396829395856994,Aerospace & Defense,Software - Application,False,Aerospace & Defense | Software - Application,11,0.33878355197755633,0.06710618660882721,1.2694022158876233
ADI,AMZN,0.4945353861624083,Semiconductors,Internet Retail,False,Internet Retail | Semiconductors,56,0.3759958174739747,0.09344009072360981,1.2686157276865935
ASML,TTD,0.4298943040087517,Semiconductor Equipment & Materials,Advertising Agencies,False,Advertising Agencies | Semiconductor Equipment & Materials,8,0.4097629415161831,0.015935345881578074,1.2633150633925891
ADP,CSCO,0.48191372492341783,Software - Application,Communication Equipment,False,Communication Equipment | Software - Application,11,0.372808818389834,0.08642279037746373,1.2624552627501702
CDW,SNPS,0.4205763037591509,Information Technology Services,Software - Infrastructure,False,Information Technology Services | Software - Infrastructure,16,0.35397225271107935,0.0528739578812735,1.2596759107314883
ADI,IDXX,0.453573568013458,Semiconductors,Diagnostics & Research,False,Diagnostics & Research | Semiconductors,14,0.37689243640434894,0.061172176317773275,1.253529565643878
FAST,TXN,0.43777766562235804,Industrial Distribution,Semiconductors,False,Industrial Distribution | Semiconductors,14,0.34293495642659894,0.07580172732796504,1.2511945642796638
BKNG,NXPI,0.47032605304333075,Travel Services,Semiconductors,False,Semiconductors | Travel Services,28,0.41303745348535187,0.045789971924161815,1.2511167216451082
ADI,BKNG,0.47027879816072204,Semiconductors,Travel Services,False,Semiconductors | Travel Services,28,0.41303745348535187,0.045789971924161815,1.25008472969091
LULU,ON,0.41316543933973343,Apparel Retail,Semiconductors,False,Apparel Retail | Semiconductors,28,0.347301810930265,0.05286807797338919,1.2458109115035438
AMZN,CTSH,0.4428141707050134,Internet Retail,Information Technology Services,False,Information Technology Services | Internet Retail,8,0.32396581229379323,0.09572234196374065,1.2415947622367993
ASML,CPRT,0.49232784031175775,Semiconductor Equipment & Materials,Specialty Business Services,False,Semiconductor Equipment & Materials | Specialty Business Services,8,0.45151957680992943,0.032901245355590664,1.2403258010686233
TEAM,TTD,0.47680288617609423,Software - Application,Advertising Agencies,False,Advertising Agencies | Software - Application,22,0.37373002166292096,0.0831209836110367,1.2400342252384917
ADBE,LULU,0.41851513208505886,Software - Application,Apparel Retail,False,Apparel Retail | Software - Application,22,0.3581807067056881,0.04866480047615451,1.2397960083887392
ADSK,TTD,0.47674790688796725,Software - Application,Advertising Agencies,False,Advertising Agencies | Software - Application,22,0.37373002166292096,0.0831209836110367,1.23937278830959
INTU,TTD,0.47645196050537275,Software - Application,Advertising Agencies,False,Advertising Agencies | Software - Application,22,0.37373002166292096,0.0831209836110367,1.2358123590444674
CSCO,TXN,0.4653342756166987,Communication Equipment,Semiconductors,False,Communication Equipment | Semiconductors,14,0.40080305618444917,0.05237820206088142,1.2320243325122568
ADI,PCAR,0.4569496026104381,Semiconductors,Farm & Heavy Construction Machinery,False,Farm & Heavy Construction Machinery | Semiconductors,14,0.36429873905520477,0.07551640077602607,1.2268972382572405
CSCO,PAYX,0.47859914930566344,Communication Equipment,Software - Application,False,Communication Equipment | Software - Application,11,0.372808818389834,0.08642279037746373,1.2241022356924054
ABNB,NXPI,0.46897282653392025,Travel Services,Semiconductors,False,Semiconductors | Travel Services,28,0.41303745348535187,0.045789971924161815,1.2215638205939405
NVDA,TTD,0.4342881472858857,Semiconductors,Advertising Agencies,False,Advertising Agencies | Semiconductors,28,0.3613711580454765,0.059894583704677234,1.217422089448717
IDXX,MSFT,0.4512741600135408,Diagnostics & Research,Software - Infrastructure,False,Diagnostics & Research | Software - Infrastructure,8,0.3909561270372995,0.05009515439057522,1.2040692100869026
ADI,MAR,0.49358319563969727,Semiconductors,Lodging,False,Lodging | Semiconductors,14,0.42364435061792116,0.0583307950616309,1.19900380147194
ODFL,ROP,0.4784138351929548,Trucking,Software - Application,False,Software - Application | Trucking,11,0.3969347164825766,0.0684576338979014,1.1902123119226875
ADSK,IDXX,0.490592502467857,Software - Application,Diagnostics & Research,False,Diagnostics & Research | Software - Application,11,0.42336319307306014,0.05660029974248187,1.187790695467595
BKNG,MCHP,0.46713632742556926,Travel Services,Semiconductors,False,Semiconductors | Travel Services,28,0.41303745348535187,0.045789971924161815,1.181456805210908
NFLX,ZS,0.4091844605129502,Entertainment,Software - Infrastructure,False,Entertainment | Software - Infrastructure,16,0.30072519831511413,0.09190615070613332,1.1801088541356797
MCHP,SBUX,0.4349557971428865,Semiconductors,Restaurants,False,Restaurants | Semiconductors,14,0.35785781540115974,0.0655500276735269,1.1761700868490044
META,NVDA,0.49826490554986735,Internet Content & Information,Semiconductors,False,Internet Content & Information | Semiconductors,28,0.43512799854805967,0.05375878891829937,1.1744480906696175
NXPI,TTD,0.43094145141697665,Semiconductors,Advertising Agencies,False,Advertising Agencies | Semiconductors,28,0.3613711580454765,0.059894583704677234,1.16154565351904
IDXX,NXPI,0.44775509521160306,Diagnostics & Research,Semiconductors,False,Diagnostics & Research | Semiconductors,14,0.37689243640434894,0.061172176317773275,1.1584132374029223
ABNB,DDOG,0.4530164604548899,Travel Services,Software - Application,False,Software - Application | Travel Services,22,0.3882712926676135,0.05591080900153054,1.1580080657660314
ADI,FAST,0.4305793623553548,Semiconductors,Industrial Distribution,False,Industrial Distribution | Semiconductors,14,0.34293495642659894,0.07580172732796504,1.1562323052290366
PCAR,TXN,0.45093817028308114,Farm & Heavy Construction Machinery,Semiconductors,False,Farm & Heavy Construction Machinery | Semiconductors,14,0.36429873905520477,0.07551640077602607,1.147292910381681
LIN,TXN,0.4444768406402966,Specialty Chemicals,Semiconductors,False,Semiconductors | Specialty Chemicals,14,0.36280774639959956,0.0711886694617254,1.147220405413061
CTAS,MSFT,0.4843172007488377,Specialty Business Services,Software - Infrastructure,False,Software - Infrastructure | Specialty Business Services,16,0.39800426011154905,0.07544864590604623,1.1439958875441103
BKNG,INTU,0.45220452978374476,Travel Services,Software - Application,False,Software - Application | Travel Services,22,0.3882712926676135,0.05591080900153054,1.1434861748178442
CPRT,KLAC,0.48909934479233763,Specialty Business Services,Semiconductor Equipment & Materials,False,Semiconductor Equipment & Materials | Specialty Business Services,8,0.45151957680992943,0.032901245355590664,1.1421989525397265
CRWD,NFLX,0.40568316361053747,Software - Infrastructure,Entertainment,False,Entertainment | Software - Infrastructure,16,0.30072519831511413,0.09190615070613332,1.1420124168949555
ADI,CPRT,0.48420764709710457,Semiconductors,Specialty Business Services,False,Semiconductors | Specialty Business Services,28,0.40191871247002336,0.07224767816505948,1.1389837945944938
LIN,MCHP,0.44376655879089666,Specialty Chemicals,Semiconductors,False,Semiconductors | Specialty Chemicals,14,0.36280774639959956,0.0711886694617254,1.1372429489614861
CSGP,INTU,0.47800432170388607,Real Estate Services,Software - Application,False,Real Estate Services | Software - Application,11,0.41821770975212086,0.05285510379862093,1.131141699760036
MELI,NFLX,0.4459484180647052,Internet Retail,Entertainment,False,Entertainment | Internet Retail,8,0.31353561217824144,0.11723688744645135,1.129446616765087
CDNS,NFLX,0.4018048229978235,Software - Application,Entertainment,False,Entertainment | Software - Application,22,0.29484213420598365,0.09481524763901156,1.128116958562161
APP,NVDA,0.42883151936792907,Advertising Agencies,Semiconductors,False,Advertising Agencies | Semiconductors,28,0.3613711580454765,0.059894583704677234,1.126318226954878
ON,TSLA,0.4926069363476294,Semiconductors,Auto Manufacturers,False,Auto Manufacturers | Semiconductors,14,0.4356965963562594,0.05061055995978247,1.1244756042334574
ADSK,GOOGL,0.4934954560505114,Software - Application,Internet Content & Information,False,Internet Content & Information | Software - Application,22,0.4127848144571869,0.07212437282955013,1.119048089112208
MELI,NVDA,0.480320532070225,Internet Retail,Semiconductors,False,Internet Retail | Semiconductors,56,0.3759958174739747,0.09344009072360981,1.1164877280014267
ODFL,TXN,0.4810612487860038,Trucking,Semiconductors,False,Semiconductors | Trucking,14,0.40174503571867354,0.07113004125300036,1.1150874042827104
MDB,TTD,0.4708326436919176,Software - Infrastructure,Advertising Agencies,False,Advertising Agencies | Software - Infrastructure,16,0.4185754103796716,0.047217922705006535,1.1067245299782134
MCHP,TTD,0.42755347543188293,Semiconductors,Advertising Agencies,False,Advertising Agencies | Semiconductors,28,0.3613711580454765,0.059894583704677234,1.1049800047485463
INTU,META,0.4924704277940181,Software - Application,Internet Content & Information,False,Internet Content & Information | Software - Application,22,0.4127848144571869,0.07212437282955013,1.1048361352846754
MCHP,ODFL,0.48009700645022135,Semiconductors,Trucking,False,Semiconductors | Trucking,14,0.40174503571867354,0.07113004125300036,1.1015313551254664
SNPS,TXN,0.4894810070245587,Software - Infrastructure,Semiconductors,False,Semiconductors | Software - Infrastructure,112,0.40753292268418273,0.07443777528423849,1.1008937871592694
EXC,PEP,0.4189411129760394,Utilities - Regulated Electric,Beverages - Non-Alcoholic,False,Beverages - Non-Alcoholic | Utilities - Regulated Electric,12,0.33559952834012474,0.07585580520974801,1.0986843314821828
MRVL,TTD,0.4270714854628518,Semiconductors,Advertising Agencies,False,Advertising Agencies | Semiconductors,28,0.3613711580454765,0.059894583704677234,1.0969326999804274
CTAS,TXN,0.48055153472916556,Specialty Business Services,Semiconductors,False,Semiconductors | Specialty Business Services,28,0.40191871247002336,0.07224767816505948,1.0883785369475127
ON,SNPS,0.4884315656164016,Semiconductors,Software - Infrastructure,False,Semiconductors | Software - Infrastructure,112,0.40753292268418273,0.07443777528423849,1.086795550018922
ADP,CSX,0.460400929450869,Software - Application,Railroads,False,Railroads | Software - Application,11,0.3579330476587908,0.09432934777416131,1.0862778574214442
APP,MRVL,0.42631350478818736,Advertising Agencies,Semiconductors,False,Advertising Agencies | Semiconductors,28,0.3613711580454765,0.059894583704677234,1.0842774542506664
FAST,NXPI,0.4246233235626681,Industrial Distribution,Semiconductors,False,Industrial Distribution | Semiconductors,14,0.34293495642659894,0.07580172732796504,1.0776583861029296
NXPI,SBUX,0.4283855224487577,Semiconductors,Restaurants,False,Restaurants | Semiconductors,14,0.35785781540115974,0.0655500276735269,1.075937105608292
AMZN,MCHP,0.47630724509306055,Internet Retail,Semiconductors,False,Internet Retail | Semiconductors,56,0.3759958174739747,0.09344009072360981,1.0735373525674439
AXON,CRWD,0.42240624560939605,Aerospace & Defense,Software - Infrastructure,False,Aerospace & Defense | Software - Infrastructure,8,0.37926117630854705,0.040269414035308926,1.0714104074873958
ABNB,INTU,0.4479901644400821,Travel Services,Software - Application,False,Software - Application | Travel Services,22,0.3882712926676135,0.05591080900153054,1.0681095988225429
MSFT,TXN,0.4868431451674992,Software - Infrastructure,Semiconductors,False,Semiconductors | Software - Infrastructure,112,0.40753292268418273,0.07443777528423849,1.0654566472529934
GOOGL,QCOM,0.4923554425171219,Internet Content & Information,Semiconductors,False,Internet Content & Information | Semiconductors,28,0.43512799854805967,0.05375878891829937,1.0645225668315255
AMAT,TTD,0.4266915931188622,Semiconductor Equipment & Materials,Advertising Agencies,False,Advertising Agencies | Semiconductor Equipment & Materials,8,0.4097629415161831,0.015935345881578074,1.0623334898710495
CTSH,PAYX,0.4911367452999876,Information Technology Services,Software - Application,False,Information Technology Services | Software - Application,22,0.42158757806856967,0.06568350323407553,1.058852890101893
CTSH,ROP,0.49083575351918796,Information Technology Services,Software - Application,False,Information Technology Services | Software - Application,22,0.42158757806856967,0.06568350323407553,1.0542704338384539
IDXX,SNPS,0.44375852279917904,Diagnostics & Research,Software - Infrastructure,False,Diagnostics & Research | Software - Infrastructure,8,0.3909561270372995,0.05009515439057522,1.0540419807911336
AXON,CDNS,0.4093618499810576,Aerospace & Defense,Software - Application,False,Aerospace & Defense | Software - Application,11,0.33878355197755633,0.06710618660882721,1.0517405558285347
MAR,MCHP,0.48486965191931747,Lodging,Semiconductors,False,Lodging | Semiconductors,14,0.42364435061792116,0.0583307950616309,1.0496222661924484
ADSK,CDW,0.49051393802865734,Software - Application,Information Technology Services,False,Information Technology Services | Software - Application,22,0.42158757806856967,0.06568350323407553,1.0493709465290793
ISRG,NVDA,0.48494361529132163,Medical Instruments & Supplies,Semiconductors,False,Medical Instruments & Supplies | Semiconductors,14,0.4258172570754973,0.05640293492419041,1.0482851343692383
LIN,NXPI,0.43730673958951816,Specialty Chemicals,Semiconductors,False,Semiconductors | Specialty Chemicals,14,0.36280774639959956,0.0711886694617254,1.0465007107623072
ADSK,ODFL,0.4680922655136039,Software - Application,Trucking,False,Software - Application | Trucking,11,0.3969347164825766,0.0684576338979014,1.039439211953375
CSGP,TXN,0.42014509439977366,Real Estate Services,Semiconductors,False,Real Estate Services | Semiconductors,14,0.34580113463459916,0.07181003869699995,1.0352864462149414
CSX,MCHP,0.4160034513755391,Railroads,Semiconductors,False,Railroads | Semiconductors,14,0.33851631250218034,0.07522101065049323,1.0301262666277495
CDNS,IDXX,0.4814636669589877,Software - Application,Diagnostics & Research,False,Diagnostics & Research | Software - Application,11,0.42336319307306014,0.05660029974248187,1.0265047031600736
AMZN,CPRT,0.47458084511168647,Internet Retail,Specialty Business Services,False,Internet Retail | Specialty Business Services,8,0.34806403745725484,0.12331494534841382,1.0259649168798743
AMAT,AMZN,0.4992532476663906,Semiconductor Equipment & Materials,Internet Retail,False,Internet Retail | Semiconductor Equipment & Materials,16,0.41983455284890314,0.07754833254269153,1.0241186652693826
ADI,CTAS,0.4756984734854765,Semiconductors,Specialty Business Services,False,Semiconductors | Specialty Business Services,28,0.40191871247002336,0.07224767816505948,1.0212059804453981
COST,ROP,0.4678171391287687,Discount Stores,Software - Application,False,Discount Stores | Software - Application,11,0.3919933250054788,0.07429340926349084,1.0205994700602756
AMZN,AVGO,0.47133298614682134,Internet Retail,Semiconductors,False,Internet Retail | Semiconductors,56,0.3759958174739747,0.09344009072360981,1.0203026124498131
AMZN,NXPI,0.4709358175392677,Internet Retail,Semiconductors,False,Internet Retail | Semiconductors,56,0.3759958174739747,0.09344009072360981,1.0160520963760602
ABNB,MCHP,0.4594006937962229,Travel Services,Semiconductors,False,Semiconductors | Travel Services,28,0.41303745348535187,0.045789971924161815,1.0125195181962257
AMZN,KLAC,0.49830050508089796,Internet Retail,Semiconductor Equipment & Materials,False,Internet Retail | Semiconductor Equipment & Materials,16,0.41983455284890314,0.07754833254269153,1.0118328745340608
CSX,ROP,0.45237434339996446,Railroads,Software - Application,False,Railroads | Software - Application,11,0.3579330476587908,0.09432934777416131,1.001186777706556
DASH,NVDA,0.46913102477336394,Internet Retail,Semiconductors,False,Internet Retail | Semiconductors,56,0.3759958174739747,0.09344009072360981,0.9967371240560713
IDXX,TXN,0.4378368810616213,Diagnostics & Research,Semiconductors,False,Diagnostics & Research | Semiconductors,14,0.37689243640434894,0.061172176317773275,0.996277201920724
MCHP,PCAR,0.4395153500122092,Semiconductors,Farm & Heavy Construction Machinery,False,Farm & Heavy Construction Machinery | Semiconductors,14,0.36429873905520477,0.07551640077602607,0.9960301362890588
HON,ROP,0.4841081482072164,Conglomerates,Software - Application,False,Conglomerates | Software - Application,11,0.3765213612318112,0.1082609755053263,0.9937725618416593
CDW,PAYX,0.4867896415706757,Information Technology Services,Software - Application,False,Information Technology Services | Software - Application,22,0.42158757806856967,0.06568350323407553,0.992670309769353
MDB,NVDA,0.48140812551210405,Software - Infrastructure,Semiconductors,False,Semiconductors | Software - Infrastructure,112,0.40753292268418273,0.07443777528423849,0.992442379501953
ADI,PYPL,0.4736896636298137,Semiconductors,Credit Services,False,Credit Services | Semiconductors,14,0.40095321166957626,0.07334302046543453,0.9917297037762035
HON,MCHP,0.4377149992876645,Conglomerates,Semiconductors,False,Conglomerates | Semiconductors,14,0.3656175353252194,0.07306553373044199,0.9867506645257892
ISRG,SNPS,0.4874353355828803,Medical Instruments & Supplies,Software - Infrastructure,False,Medical Instruments & Supplies | Software - Infrastructure,8,0.43556084803742035,0.05258678815084272,0.9864547611590283
ADSK,ROST,0.4058390880681197,Software - Application,Apparel Retail,False,Apparel Retail | Software - Application,22,0.3581807067056881,0.04866480047615451,0.9793193621698698
NXPI,PYPL,0.47236181358382817,Semiconductors,Credit Services,False,Credit Services | Semiconductors,14,0.40095321166957626,0.07334302046543453,0.9736250492697627
HON,NXPI,0.4365660954041384,Conglomerates,Semiconductors,False,Conglomerates | Semiconductors,14,0.3656175353252194,0.07306553373044199,0.971026371211725
CDNS,TSLA,0.4268898461802011,Software - Application,Auto Manufacturers,False,Auto Manufacturers | Software - Application,11,0.3583130456959701,0.07062838427321647,0.9709524179252182
MCHP,PYPL,0.47210515997249547,Semiconductors,Credit Services,False,Credit Services | Semiconductors,14,0.40095321166957626,0.07334302046543453,0.9701256895528602
INTU,MAR,0.4382849086993181,Software - Application,Lodging,False,Lodging | Software - Application,11,0.39357425547205227,0.04609453339664549,0.9699773472600031
CPRT,MNST,0.41105510075568785,Specialty Business Services,Beverages - Non-Alcoholic,False,Beverages - Non-Alcoholic | Specialty Business Services,8,0.35017778526254334,0.06305286122108515,0.9654964788939169
