Stock_A,Stock_B,Correlation,Industry_A,Industry_B,Same_Industry,Industry_Pair,count,mean,std,Industry_Z
MCHP,TTD,0.449533681576805,Semiconductors,Advertising Agencies,False,Advertising Agencies | Semiconductors,28,0.3278751939078987,0.0932390600773106,1.304801738327599
AXON,INTU,0.4332578392233481,Aerospace & Defense,Software - Application,False,Aerospace & Defense | Software - Application,11,0.3079989181418673,0.09619839269895335,1.302089541906074
MSFT,NFLX,0.42945831392256834,Software - Infrastructure,Entertainment,False,Entertainment | Software - Infrastructure,16,0.3498329835063173,0.06124818823205678,1.3000438496983298
META,MSTR,0.4558929567816767,Internet Content & Information,Software - Application,False,Internet Content & Information | Software - Application,22,0.3267598087235522,0.09961793898956973,1.296284076622435
LULU,NXPI,0.43402625715053256,Apparel Retail,Semiconductors,False,Apparel Retail | Semiconductors,28,0.3384922482970887,0.07410195867581512,1.2892238013760302
ADSK,AMZN,0.4621143552054483,Software - Application,Internet Retail,False,Internet Retail | Software - Application,44,0.31274920394089323,0.11636281396693061,1.2836158405983844
AMD,MSTR,0.4878778164169413,Semiconductors,Software - Application,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.2823001817909034
APP,DASH,0.4360039699657127,Advertising Agencies,Internet Retail,False,Advertising Agencies | Internet Retail,8,0.29615637214326934,0.10987077024452098,1.2728371477801421
EXC,PEP,0.4195731761547202,Utilities - Regulated Electric,Beverages - Non-Alcoholic,False,Beverages - Non-Alcoholic | Utilities - Regulated Electric,12,0.3109366161431053,0.08549755821809885,1.270639329072883
ADSK,SBUX,0.40521450359024674,Software - Application,Restaurants,False,Restaurants | Software - Application,11,0.33156023693201525,0.05799475569210086,1.2700159829841913
ADP,CSGP,0.4754779581156588,Software - Application,Real Estate Services,False,Real Estate Services | Software - Application,11,0.361113864095528,0.09040064138797317,1.2650805598747192
CDNS,META,0.4523241306223807,Software - Application,Internet Content & Information,False,Internet Content & Information | Software - Application,22,0.3267598087235522,0.09961793898956973,1.26045894115492
ADSK,QCOM,0.48524829845447653,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.2565866549799851
ADSK,GEHC,0.4497726114883186,Software - Application,Medical Devices,False,Medical Devices | Software - Application,22,0.33243714076565717,0.09346168234328572,1.255439317812481
ADI,LIN,0.454533522214021,Semiconductors,Specialty Chemicals,False,Semiconductors | Specialty Chemicals,14,0.3336034596908144,0.09691467633593022,1.2477992714337003
CCEP,XEL,0.41750143175067994,Beverages - Non-Alcoholic,Utilities - Regulated Electric,False,Beverages - Non-Alcoholic | Utilities - Regulated Electric,12,0.3109366161431053,0.08549755821809885,1.2464077083433722
AXON,CDNS,0.4271002042962824,Aerospace & Defense,Software - Application,False,Aerospace & Defense | Software - Application,11,0.3079989181418673,0.09619839269895335,1.2380797933613599
AMZN,CTSH,0.46762316079252697,Internet Retail,Information Technology Services,False,Information Technology Services | Internet Retail,8,0.3494624640704823,0.09573190367555462,1.234287548720472
CTAS,XEL,0.44373535249107615,Specialty Business Services,Utilities - Regulated Electric,False,Specialty Business Services | Utilities - Regulated Electric,6,0.2541044539095813,0.15389782717362396,1.232186977971805
AAPL,ADBE,0.45856885577895473,Consumer Electronics,Software - Application,False,Consumer Electronics | Software - Application,11,0.41459178811196656,0.03578304450997223,1.228991782818602
META,TEAM,0.44820554949498154,Internet Content & Information,Software - Application,False,Internet Content & Information | Software - Application,22,0.3267598087235522,0.09961793898956973,1.2191151714566693
QCOM,WBD,0.44982627508734313,Semiconductors,Entertainment,False,Entertainment | Semiconductors,28,0.35215348388207424,0.08025335105214321,1.2170556110710904
FANG,NXPI,0.49534273686722746,Oil & Gas E&P,Semiconductors,False,Oil & Gas E&P | Semiconductors,14,0.4187974873922603,0.06371128875165978,1.201439352032775
KLAC,MSTR,0.471633121467345,Semiconductor Equipment & Materials,Software - Application,False,Semiconductor Equipment & Materials | Software - Application,44,0.34206833851370927,0.10784626431000185,1.2013840607515567
AMZN,APP,0.4274404927684829,Internet Retail,Advertising Agencies,False,Advertising Agencies | Internet Retail,8,0.29615637214326934,0.10987077024452098,1.1948957883251066
CSGP,PAYX,0.4683597404153188,Real Estate Services,Software - Application,False,Real Estate Services | Software - Application,11,0.361113864095528,0.09040064138797317,1.1863397722978848
MAR,PANW,0.43671360079282096,Lodging,Software - Infrastructure,False,Lodging | Software - Infrastructure,8,0.3833715927891772,0.044990888338151284,1.1856180212029932
ADI,ROST,0.4262496372204214,Semiconductors,Apparel Retail,False,Apparel Retail | Semiconductors,28,0.3384922482970887,0.07410195867581512,1.1842789379867549
NXPI,ROST,0.4257316177910989,Semiconductors,Apparel Retail,False,Apparel Retail | Semiconductors,28,0.3384922482970887,0.07410195867581512,1.177288307258777
LIN,TXN,0.447009443720059,Specialty Chemicals,Semiconductors,False,Semiconductors | Specialty Chemicals,14,0.3336034596908144,0.09691467633593022,1.1701631612135963
CDNS,NXPI,0.4758576776616866,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.1647576646580335
ADBE,GEHC,0.4411515676257006,Software - Application,Medical Devices,False,Medical Devices | Software - Application,22,0.33243714076565717,0.09346168234328572,1.1631978382406412
GFS,ROST,0.4242323560657362,Semiconductors,Apparel Retail,False,Apparel Retail | Semiconductors,28,0.3384922482970887,0.07410195867581512,1.1570558903003842
CDNS,GEHC,0.4402429175608252,Software - Application,Medical Devices,False,Medical Devices | Software - Application,22,0.33243714076565717,0.09346168234328572,1.1534756714435792
MSTR,NXPI,0.47448868640533987,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.1513705747516432
AVGO,PLTR,0.49448926424987966,Semiconductors,Software - Infrastructure,False,Semiconductors | Software - Infrastructure,112,0.40521957287364174,0.07775685439210143,1.1480620206944219
NFLX,PLTR,0.41982361989078726,Entertainment,Software - Infrastructure,False,Entertainment | Software - Infrastructure,16,0.3498329835063173,0.06124818823205678,1.14273806956199
FAST,PAYX,0.47079156627960145,Industrial Distribution,Software - Application,False,Industrial Distribution | Software - Application,11,0.3204939276542425,0.13235129167530757,1.1355963113233414
KLAC,WBD,0.4322638766219845,Semiconductor Equipment & Materials,Entertainment,False,Entertainment | Semiconductor Equipment & Materials,8,0.34452664263997124,0.07727792462951613,1.1353466646864665
CSGP,NXPI,0.40193418753851645,Real Estate Services,Semiconductors,False,Real Estate Services | Semiconductors,14,0.3202363799993312,0.07214668562701611,1.1323847634740498
BKNG,LRCX,0.457109229885997,Travel Services,Semiconductor Equipment & Materials,False,Semiconductor Equipment & Materials | Travel Services,8,0.40985729894120326,0.042075509578448175,1.1230269441346712
NVDA,ZS,0.49170118264178575,Semiconductors,Software - Infrastructure,False,Semiconductors | Software - Infrastructure,112,0.40521957287364174,0.07775685439210143,1.1122056112512808
ADBE,GFS,0.4701139935772768,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.108591334248379
AMD,CDNS,0.46990943180010253,Semiconductors,Software - Application,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.1065909658093938
ADSK,CSCO,0.4642227866685491,Software - Application,Communication Equipment,False,Communication Equipment | Software - Application,11,0.39774251676793476,0.06014884090739359,1.1052626933072367
AVGO,MSFT,0.49114873257565383,Semiconductors,Software - Infrastructure,False,Semiconductors | Software - Infrastructure,112,0.40521957287364174,0.07775685439210143,1.105100770521149
APP,MU,0.43050185648502914,Advertising Agencies,Semiconductors,False,Advertising Agencies | Semiconductors,28,0.3278751939078987,0.0932390600773106,1.1006831524474394
AMZN,DDOG,0.4407359001397187,Internet Retail,Software - Application,False,Internet Retail | Software - Application,44,0.31274920394089323,0.11636281396693061,1.0998934439244334
LIN,QCOM,0.44016447430396244,Specialty Chemicals,Semiconductors,False,Semiconductors | Specialty Chemicals,14,0.3336034596908144,0.09691467633593022,1.0995343392963646
AMZN,AVGO,0.49247084193540147,Internet Retail,Semiconductors,False,Internet Retail | Semiconductors,56,0.3762273897256243,0.10576066170610406,1.0991180495145114
AMZN,PLTR,0.4965770948359677,Internet Retail,Software - Infrastructure,False,Internet Retail | Software - Infrastructure,32,0.3687313227740198,0.11640448098923055,1.0982890948482973
ADBE,NXPI,0.46883551825827496,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.0960893814716668
HON,MCHP,0.4908158004252814,Conglomerates,Semiconductors,False,Conglomerates | Semiconductors,14,0.3710829968024926,0.10924307130413585,1.0960219462289666
CRWD,DASH,0.49615605506511523,Software - Infrastructure,Internet Retail,False,Internet Retail | Software - Infrastructure,32,0.3687313227740198,0.11640448098923055,1.0946720539296457
CDNS,MCHP,0.46824022846151986,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.0902681623860284
FANG,QCOM,0.4882405649068711,Oil & Gas E&P,Semiconductors,False,Oil & Gas E&P | Semiconductors,14,0.4187974873922603,0.06371128875165978,1.0899650419142042
CDNS,ISRG,0.47011576538761335,Software - Application,Medical Instruments & Supplies,False,Medical Instruments & Supplies | Software - Application,11,0.4050821086399972,0.05975140510603701,1.088403806273761
ADSK,DASH,0.439271071124246,Software - Application,Internet Retail,False,Internet Retail | Software - Application,44,0.31274920394089323,0.11636281396693061,1.0873049806041069
ADSK,MCHP,0.46769070207311714,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.08489445445811
CDNS,GFS,0.46764943317346647,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.084490894196202
CSX,MCHP,0.4829303828304172,Railroads,Semiconductors,False,Railroads | Semiconductors,14,0.37155253239744807,0.10279842976655729,1.0834586742802852
CDNS,TSLA,0.4393477038357508,Software - Application,Auto Manufacturers,False,Auto Manufacturers | Software - Application,11,0.3407006768171907,0.0911551770617583,1.0821878712574495
APP,MSFT,0.422638218507119,Advertising Agencies,Software - Infrastructure,False,Advertising Agencies | Software - Infrastructure,16,0.3300862872540469,0.08562983087833566,1.0808374874005244
ADI,FANG,0.48761921115873125,Semiconductors,Oil & Gas E&P,False,Oil & Gas E&P | Semiconductors,14,0.4187974873922603,0.06371128875165978,1.0802123943015989
CRWD,NFLX,0.4157609056829447,Software - Infrastructure,Entertainment,False,Entertainment | Software - Infrastructure,16,0.3498329835063173,0.06124818823205678,1.0764060795862251
MCHP,SBUX,0.49696938338749425,Semiconductors,Restaurants,False,Restaurants | Semiconductors,14,0.39679413464040997,0.09314145264712421,1.0755173545189198
ODFL,ROP,0.42438509494380894,Trucking,Software - Application,False,Software - Application | Trucking,11,0.3439324989947686,0.07507924381470955,1.0715690763693875
LIN,NXPI,0.4374257998586116,Specialty Chemicals,Semiconductors,False,Semiconductors | Specialty Chemicals,14,0.3336034596908144,0.09691467633593022,1.0712757251329332
CSX,TXN,0.48122686721378904,Railroads,Semiconductors,False,Railroads | Semiconductors,14,0.37155253239744807,0.10279842976655729,1.0668872575719108
CSCO,MSFT,0.4807187760439335,Communication Equipment,Software - Infrastructure,False,Communication Equipment | Software - Infrastructure,8,0.40567956441408926,0.07043350017870013,1.0653909210739028
NXPI,SBUX,0.49500797085796594,Semiconductors,Restaurants,False,Restaurants | Semiconductors,14,0.39679413464040997,0.09314145264712421,1.054458927000516
HON,QCOM,0.4858703525700759,Conglomerates,Semiconductors,False,Conglomerates | Semiconductors,14,0.3710829968024926,0.10924307130413585,1.050751817916323
NXPI,TEAM,0.46385000984373304,Semiconductors,Software - Application,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.0473370983105275
BKR,MU,0.4844204711961553,Oil & Gas Equipment & Services,Semiconductors,False,Oil & Gas Equipment & Services | Semiconductors,14,0.4194480719896133,0.06216552645874429,1.0451515961931157
MCHP,MSTR,0.46354854543736007,Semiconductors,Software - Application,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.04438913856792
DASH,MSTR,0.4337758150133712,Internet Retail,Software - Application,False,Internet Retail | Software - Application,44,0.31274920394089323,0.11636281396693061,1.0400797896385763
AAPL,WDAY,0.4514245274087557,Consumer Electronics,Software - Application,False,Consumer Electronics | Software - Application,11,0.41459178811196656,0.03578304450997223,1.0293349769756004
ISRG,TEAM,0.46641928622982537,Medical Instruments & Supplies,Software - Application,False,Medical Instruments & Supplies | Software - Application,11,0.4050821086399972,0.05975140510603701,1.026539501137705
AMAT,CRWD,0.49746689402246275,Semiconductor Equipment & Materials,Software - Infrastructure,False,Semiconductor Equipment & Materials | Software - Infrastructure,32,0.4369418551488683,0.05930954152283897,1.0204941282556943
FTNT,WBD,0.41207685690757656,Software - Infrastructure,Entertainment,False,Entertainment | Software - Infrastructure,16,0.3498329835063173,0.06124818823205678,1.01625656526247
APP,ASML,0.4089490853011269,Advertising Agencies,Semiconductor Equipment & Materials,False,Advertising Agencies | Semiconductor Equipment & Materials,8,0.33634763037612236,0.0714463925170961,1.0161668401610626
CSX,GFS,0.47560508281666936,Railroads,Semiconductors,False,Railroads | Semiconductors,14,0.37155253239744807,0.10279842976655729,1.0121998035914748
MCHP,TEAM,0.460210551135395,Semiconductors,Software - Application,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.0117475642552585
NVDA,PANW,0.48365581040749994,Semiconductors,Software - Infrastructure,False,Semiconductors | Software - Infrastructure,112,0.40521957287364174,0.07775685439210143,1.0087372765663958
LRCX,MSTR,0.45085521800055006,Semiconductor Equipment & Materials,Software - Application,False,Semiconductor Equipment & Materials | Software - Application,44,0.34206833851370927,0.10784626431000185,1.0087218151027946
MSTR,NVDA,0.4592079883661144,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,1.001943704758759
ADI,CSX,0.47440898583565505,Semiconductors,Railroads,False,Railroads | Semiconductors,14,0.37155253239744807,0.10279842976655729,1.0005644412252352
ADBE,AMZN,0.4287036389259413,Software - Application,Internet Retail,False,Internet Retail | Software - Application,44,0.31274920394089323,0.11636281396693061,0.9964904683209314
FAST,ROP,0.4521074738714903,Industrial Distribution,Software - Application,False,Industrial Distribution | Software - Application,11,0.3204939276542425,0.13235129167530757,0.9944258537357561
INTU,QCOM,0.45836483180664367,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,0.9936986464981834
APP,KLAC,0.4071187463271399,Advertising Agencies,Semiconductor Equipment & Materials,False,Advertising Agencies | Semiconductor Equipment & Materials,8,0.33634763037612236,0.0714463925170961,0.9905484861826022
CSX,NXPI,0.47322708774286937,Railroads,Semiconductors,False,Railroads | Semiconductors,14,0.37155253239744807,0.10279842976655729,0.9890672024496078
GFS,WBD,0.4314000432674833,Semiconductors,Entertainment,False,Entertainment | Semiconductors,28,0.35215348388207424,0.08025335105214321,0.9874548333055903
CEG,CRWD,0.4640021713563624,Utilities - Independent Power Producers,Software - Infrastructure,False,Software - Infrastructure | Utilities - Independent Power Producers,8,0.38379412999008544,0.08234453889988512,0.9740541684712605
DASH,NFLX,0.40292358889614727,Internet Retail,Entertainment,False,Entertainment | Internet Retail,8,0.28774946241413724,0.11899201880060777,0.9679147193477297
CDNS,MSFT,0.4979183933289825,Software - Application,Software - Infrastructure,False,Software - Application | Software - Infrastructure,88,0.3817273727843796,0.12151303970628217,0.9562020736659743
GFS,LULU,0.40908611028443426,Semiconductors,Apparel Retail,False,Apparel Retail | Semiconductors,28,0.3384922482970887,0.07410195867581512,0.952658516034415
ISRG,ZS,0.4962303004690093,Medical Instruments & Supplies,Software - Infrastructure,False,Medical Instruments & Supplies | Software - Infrastructure,8,0.44137569310049574,0.057734937356875154,0.9501111437853044
APP,PANW,0.41128973044272515,Advertising Agencies,Software - Infrastructure,False,Advertising Agencies | Software - Infrastructure,16,0.3300862872540469,0.08562983087833566,0.9483078777074024
ADI,CDNS,0.45330041899843676,Semiconductors,Software - Application,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,0.9441747731555106
AMZN,INTU,0.42246442056682837,Internet Retail,Software - Application,False,Internet Retail | Software - Application,44,0.31274920394089323,0.11636281396693061,0.9428718065989306
AMZN,GFS,0.4746211912908557,Internet Retail,Semiconductors,False,Internet Retail | Semiconductors,56,0.3762273897256243,0.10576066170610406,0.9303440426522269
ARM,NFLX,0.42666813767518874,Semiconductors,Entertainment,False,Entertainment | Semiconductors,28,0.35215348388207424,0.08025335105214321,0.9284927397573706
LRCX,PLTR,0.49175144145021826,Semiconductor Equipment & Materials,Software - Infrastructure,False,Semiconductor Equipment & Materials | Software - Infrastructure,32,0.4369418551488683,0.05930954152283897,0.9241276343409912
ADI,ROP,0.45124810536695054,Semiconductors,Software - Application,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,0.9241056113011572
ABNB,PANW,0.4750559473873765,Travel Services,Software - Infrastructure,False,Software - Infrastructure | Travel Services,16,0.41908166756512966,0.06069618311724013,0.9222042795364495
PAYX,PCAR,0.41787411873411284,Software - Application,Farm & Heavy Construction Machinery,False,Farm & Heavy Construction Machinery | Software - Application,11,0.32521382662849213,0.10052522350238843,0.9217616124317212
FTNT,MAR,0.42472727615297884,Software - Infrastructure,Lodging,False,Lodging | Software - Infrastructure,8,0.3833715927891772,0.044990888338151284,0.919201307006266
GFS,PANW,0.47646485689778084,Semiconductors,Software - Infrastructure,False,Semiconductors | Software - Infrastructure,112,0.40521957287364174,0.07775685439210143,0.9162572815108145
GEHC,ON,0.49487713525919524,Medical Devices,Semiconductors,False,Medical Devices | Semiconductors,28,0.40152691882991076,0.10246024610161607,0.9110871775254511
ADSK,GFS,0.4489789228124029,Software - Application,Semiconductors,False,Semiconductors | Software - Application,154,0.3567471712088616,0.10226204992417469,0.90191573190572
LRCX,PANW,0.490232269974953,Semiconductor Equipment & Materials,Software - Infrastructure,False,Semiconductor Equipment & Materials | Software - Infrastructure,32,0.4369418551488683,0.05930954152283897,0.8985133497544167
AMZN,WDAY,0.4170791053115617,Internet Retail,Software - Application,False,Internet Retail | Software - Application,44,0.31274920394089323,0.11636281396693061,0.896591426538707
AAPL,PANW,0.4525501870633752,Consumer Electronics,Software - Infrastructure,False,Consumer Electronics | Software - Infrastructure,8,0.39896848644123134,0.06043819697449328,0.8865535920066729
MRVL,MSFT,0.4741220450664376,Semiconductors,Software - Infrastructure,False,Semiconductors | Software - Infrastructure,112,0.40521957287364174,0.07775685439210143,0.8861273096947067
NFLX,PANW,0.4038560072297278,Entertainment,Software - Infrastructure,False,Entertainment | Software - Infrastructure,16,0.3498329835063173,0.06124818823205678,0.8820346410693551
ADSK,META,0.41444252662619935,Software - Application,Internet Content & Information,False,Internet Content & Information | Software - Application,22,0.3267598087235522,0.09961793898956973,0.8801900419946227
LULU,QCOM,0.4034236365699831,Apparel Retail,Semiconductors,False,Apparel Retail | Semiconductors,28,0.3384922482970887,0.07410195867581512,0.8762438865747048
