Stock_A,Stock_B,Correlation,Industry_A,Industry_B,Same_Industry
CSCO,MSFT,0.4807187760439335,Communication Equipment,Software - Infrastructure,False
GEHC,GFS,0.4805793530426642,Medical Devices,Semiconductors,False
CDW,SBUX,0.4805179404601969,Information Technology Services,Restaurants,False
BKR,CDW,0.4803544960898239,Oil & Gas Equipment & Services,Information Technology Services,False
MU,TSLA,0.47997192529050225,Semiconductors,Auto Manufacturers,False
ABNB,ODFL,0.4797118868474189,Travel Services,Trucking,False
MCHP,WBD,0.4795325233626498,Semiconductors,Entertainment,False
PCAR,PYPL,0.47952799828761417,Farm & Heavy Construction Machinery,Credit Services,False
APP,CRWD,0.47934301243493843,Advertising Agencies,Software - Infrastructure,False
CSX,HON,0.47924048968940314,Railroads,Conglomerates,False
HON,MAR,0.47910494540901627,Conglomerates,Lodging,False
KLAC,PANW,0.4790987492503791,Semiconductor Equipment & Materials,Software - Infrastructure,False
CRWD,INTU,0.4789549170560526,Software - Infrastructure,Software - Application,False
GOOGL,MRVL,0.47887476882964164,Internet Content & Information,Semiconductors,False
ADI,WBD,0.4784409469408888,Semiconductors,Entertainment,False
ADP,CPRT,0.4784195607857244,Software - Application,Specialty Business Services,False
QCOM,SBUX,0.4783894788146369,Semiconductors,Restaurants,False
ASML,META,0.4775022048180139,Semiconductor Equipment & Materials,Internet Content & Information,False
AMAT,GEHC,0.4774932521113772,Semiconductor Equipment & Materials,Medical Devices,False
CSX,GEHC,0.4774902209843902,Railroads,Medical Devices,False
BKNG,TXN,0.4771013770793696,Travel Services,Semiconductors,False
INTU,PANW,0.47700884458299414,Software - Application,Software - Infrastructure,False
ADBE,CTSH,0.47687530566547864,Software - Application,Information Technology Services,False
ABNB,ON,0.476819176875152,Travel Services,Semiconductors,False
INTU,ZS,0.4767921859588707,Software - Application,Software - Infrastructure,False
BKR,KLAC,0.4765506483004341,Oil & Gas Equipment & Services,Semiconductor Equipment & Materials,False
GFS,PANW,0.47646485689778084,Semiconductors,Software - Infrastructure,False
ADP,GEHC,0.4761920239902634,Software - Application,Medical Devices,False
AAPL,HON,0.4759032630042626,Consumer Electronics,Conglomerates,False
GEHC,SBUX,0.4758891495101915,Medical Devices,Restaurants,False
CDNS,NXPI,0.4758576776616866,Software - Application,Semiconductors,False
GEHC,ROP,0.47567380945872556,Medical Devices,Software - Application,False
CSX,GFS,0.47560508281666936,Railroads,Semiconductors,False
ADP,CSGP,0.4754779581156588,Software - Application,Real Estate Services,False
ISRG,MU,0.4754229700013309,Medical Instruments & Supplies,Semiconductors,False
APP,MRVL,0.47538104240767515,Advertising Agencies,Semiconductors,False
MDLZ,VRSK,0.4753465292282484,Confectioners,Consulting Services,False
ABNB,PANW,0.4750559473873765,Travel Services,Software - Infrastructure,False
CDNS,CEG,0.47466344982452574,Software - Application,Utilities - Independent Power Producers,False
AMZN,ISRG,0.4746519164931923,Internet Retail,Medical Instruments & Supplies,False
AMZN,GFS,0.4746211912908557,Internet Retail,Semiconductors,False
MSTR,NXPI,0.47448868640533987,Software - Application,Semiconductors,False
ADI,CSX,0.47440898583565505,Semiconductors,Railroads,False
AVGO,CDW,0.47429588348234586,Semiconductors,Information Technology Services,False
ABNB,SBUX,0.47427042693086807,Travel Services,Restaurants,False
AAPL,LIN,0.4741881728319309,Consumer Electronics,Specialty Chemicals,False
MRVL,MSFT,0.4741220450664376,Semiconductors,Software - Infrastructure,False
ODFL,PYPL,0.47401871783935434,Trucking,Credit Services,False
LRCX,PYPL,0.4738977884597152,Semiconductor Equipment & Materials,Credit Services,False
ISRG,PANW,0.4737505593453886,Medical Instruments & Supplies,Software - Infrastructure,False
CSX,NXPI,0.47322708774286937,Railroads,Semiconductors,False
ADBE,PCAR,0.4728036530623554,Software - Application,Farm & Heavy Construction Machinery,False
BKR,MRVL,0.4728001916075171,Oil & Gas Equipment & Services,Semiconductors,False
ARM,PLTR,0.47259168669791585,Semiconductors,Software - Infrastructure,False
AAPL,PCAR,0.4719767221845954,Consumer Electronics,Farm & Heavy Construction Machinery,False
CDW,CSX,0.4718651788574103,Information Technology Services,Railroads,False
MAR,ROP,0.47178405928449424,Lodging,Software - Application,False
KLAC,MSTR,0.471633121467345,Semiconductor Equipment & Materials,Software - Application,False
PANW,PYPL,0.4714186390061842,Software - Infrastructure,Credit Services,False
HON,PYPL,0.47079521409529784,Conglomerates,Credit Services,False
FAST,PAYX,0.47079156627960145,Industrial Distribution,Software - Application,False
CEG,META,0.4705605477571876,Utilities - Independent Power Producers,Internet Content & Information,False
ABNB,CSCO,0.47047584077224147,Travel Services,Communication Equipment,False
CDNS,ISRG,0.47011576538761335,Software - Application,Medical Instruments & Supplies,False
ADBE,GFS,0.4701139935772768,Software - Application,Semiconductors,False
ADI,MSFT,0.47009663885924274,Semiconductors,Software - Infrastructure,False
ARM,ZS,0.46991607541809605,Semiconductors,Software - Infrastructure,False
AMD,CDNS,0.46990943180010253,Semiconductors,Software - Application,False
CTSH,HON,0.46920506551122,Information Technology Services,Conglomerates,False
ADBE,NXPI,0.46883551825827496,Software - Application,Semiconductors,False
ISRG,TXN,0.4687219185336051,Medical Instruments & Supplies,Semiconductors,False
PYPL,TXN,0.46870790902167614,Credit Services,Semiconductors,False
CSGP,PAYX,0.4683597404153188,Real Estate Services,Software - Application,False
MSFT,TSLA,0.4683576927663217,Software - Infrastructure,Auto Manufacturers,False
BKNG,TEAM,0.46829905258890314,Travel Services,Software - Application,False
CDNS,MCHP,0.46824022846151986,Software - Application,Semiconductors,False
AAPL,CSX,0.4682307739315835,Consumer Electronics,Railroads,False
AMZN,GEHC,0.4680748614379003,Internet Retail,Medical Devices,False
NXPI,PANW,0.4679981435294201,Semiconductors,Software - Infrastructure,False
AMZN,PANW,0.4679066656466437,Internet Retail,Software - Infrastructure,False
APP,AVGO,0.4678726234879293,Advertising Agencies,Semiconductors,False
MU,PLTR,0.4677313456602604,Semiconductors,Software - Infrastructure,False
ADSK,MCHP,0.46769070207311714,Software - Application,Semiconductors,False
CDNS,GFS,0.46764943317346647,Software - Application,Semiconductors,False
AMZN,CTSH,0.46762316079252697,Internet Retail,Information Technology Services,False
CSCO,CTSH,0.4675771906033022,Communication Equipment,Information Technology Services,False
AMAT,ISRG,0.467497863325629,Semiconductor Equipment & Materials,Medical Instruments & Supplies,False
HON,SBUX,0.46720413432890967,Conglomerates,Restaurants,False
CRWD,QCOM,0.4671758597259517,Software - Infrastructure,Semiconductors,False
AMZN,MSTR,0.46717572687654463,Internet Retail,Software - Application,False
MRVL,PLTR,0.46703230593987516,Semiconductors,Software - Infrastructure,False
AVGO,ZS,0.46700210853307006,Semiconductors,Software - Infrastructure,False
MAR,TEAM,0.46655501597848087,Lodging,Software - Application,False
CTSH,WDAY,0.46655077586319615,Information Technology Services,Software - Application,False
CDNS,GOOGL,0.466499181234158,Software - Application,Internet Content & Information,False
ISRG,TEAM,0.46641928622982537,Medical Instruments & Supplies,Software - Application,False
DASH,MSFT,0.46598740957010293,Internet Retail,Software - Infrastructure,False
APP,TSLA,0.46594029118045105,Advertising Agencies,Auto Manufacturers,False
ARM,FTNT,0.46577909174715065,Semiconductors,Software - Infrastructure,False
CSCO,GFS,0.46576936834960153,Communication Equipment,Semiconductors,False
AMAT,MAR,0.4657528704071066,Semiconductor Equipment & Materials,Lodging,False
ABNB,CRWD,0.4657410783203905,Travel Services,Software - Infrastructure,False
MCHP,PANW,0.46557840704862863,Semiconductors,Software - Infrastructure,False
ROST,WDAY,0.4654525254353302,Apparel Retail,Software - Application,False
TSLA,TXN,0.4652320936857418,Auto Manufacturers,Semiconductors,False
AMD,META,0.46479988722407256,Semiconductors,Internet Content & Information,False
KLAC,MAR,0.4645596354829733,Semiconductor Equipment & Materials,Lodging,False
ADSK,CSCO,0.4642227866685491,Software - Application,Communication Equipment,False
CDNS,FTNT,0.46408524021818354,Software - Application,Software - Infrastructure,False
CEG,CRWD,0.4640021713563624,Utilities - Independent Power Producers,Software - Infrastructure,False
NXPI,TEAM,0.46385000984373304,Semiconductors,Software - Application,False
GFS,HON,0.46371328326505823,Semiconductors,Conglomerates,False
MCHP,MSTR,0.46354854543736007,Semiconductors,Software - Application,False
AAPL,ODFL,0.4632524890339271,Consumer Electronics,Trucking,False
BKR,HON,0.46321304801339946,Oil & Gas Equipment & Services,Conglomerates,False
ABNB,PCAR,0.4631235331304695,Travel Services,Farm & Heavy Construction Machinery,False
FAST,HON,0.4630606334559836,Industrial Distribution,Conglomerates,False
CSCO,SBUX,0.46279109122554907,Communication Equipment,Restaurants,False
CSCO,PANW,0.46232896199817247,Communication Equipment,Software - Infrastructure,False
LRCX,MSFT,0.4621771839518782,Semiconductor Equipment & Materials,Software - Infrastructure,False
PANW,TTWO,0.46216464181272515,Software - Infrastructure,Electronic Gaming & Multimedia,False
ADSK,AMZN,0.4621143552054483,Software - Application,Internet Retail,False
LRCX,ZS,0.4618777927803065,Semiconductor Equipment & Materials,Software - Infrastructure,False
LRCX,WBD,0.46180703372730847,Semiconductor Equipment & Materials,Entertainment,False
DDOG,MDB,0.46180515315674986,Software - Application,Software - Infrastructure,False
AAPL,ADSK,0.46172207151584693,Consumer Electronics,Software - Application,False
BIIB,PCAR,0.46171726716125466,Drug Manufacturers - General,Farm & Heavy Construction Machinery,False
CDW,WDAY,0.4613966440627824,Information Technology Services,Software - Application,False
AMZN,TXN,0.46094845587007705,Internet Retail,Semiconductors,False
ARM,ISRG,0.4607458574223329,Semiconductors,Medical Instruments & Supplies,False
HON,NXPI,0.4605895443821816,Conglomerates,Semiconductors,False
KHC,PAYX,0.46041005397307905,Packaged Foods,Software - Application,False
AAPL,ROST,0.46036576345559593,Consumer Electronics,Apparel Retail,False
MCHP,TEAM,0.460210551135395,Semiconductors,Software - Application,False
CTSH,PAYX,0.46018560938377906,Information Technology Services,Software - Application,False
GEHC,META,0.45992152801585706,Medical Devices,Internet Content & Information,False
CPRT,ROP,0.4598042884376741,Specialty Business Services,Software - Application,False
GEHC,PYPL,0.4592968226479512,Medical Devices,Credit Services,False
MSTR,NVDA,0.4592079883661144,Software - Application,Semiconductors,False
CRWD,MSTR,0.459143038841341,Software - Infrastructure,Software - Application,False
CSCO,MAR,0.4590630262570859,Communication Equipment,Lodging,False
KLAC,MSFT,0.4588690533493441,Semiconductor Equipment & Materials,Software - Infrastructure,False
META,MU,0.4586190974728359,Internet Content & Information,Semiconductors,False
ADI,BKR,0.45861880328558563,Semiconductors,Oil & Gas Equipment & Services,False
AAPL,ADBE,0.45856885577895473,Consumer Electronics,Software - Application,False
KLAC,ZS,0.4584527616937955,Semiconductor Equipment & Materials,Software - Infrastructure,False
INTU,QCOM,0.45836483180664367,Software - Application,Semiconductors,False
GOOGL,QCOM,0.4583299185591428,Internet Content & Information,Semiconductors,False
MAR,WBD,0.4582611127172193,Lodging,Entertainment,False
HON,PCAR,0.4581438560498134,Conglomerates,Farm & Heavy Construction Machinery,False
ASML,PANW,0.45807187784285985,Semiconductor Equipment & Materials,Software - Infrastructure,False
CCEP,LIN,0.45806479497776154,Beverages - Non-Alcoholic,Specialty Chemicals,False
BKNG,CTSH,0.4580255987970751,Travel Services,Information Technology Services,False
GEHC,MU,0.4579284278615199,Medical Devices,Semiconductors,False
LULU,MAR,0.4578510003646725,Apparel Retail,Lodging,False
AAPL,AMD,0.457688790102455,Consumer Electronics,Semiconductors,False
ADBE,PANW,0.45763044954737875,Software - Application,Software - Infrastructure,False
CSCO,GEHC,0.45747432241596553,Communication Equipment,Medical Devices,False
MU,ZS,0.4572255775457309,Semiconductors,Software - Infrastructure,False
AMZN,CSCO,0.4572045635256382,Internet Retail,Communication Equipment,False
ADI,PANW,0.45711197446829127,Semiconductors,Software - Infrastructure,False
BKNG,LRCX,0.457109229885997,Travel Services,Semiconductor Equipment & Materials,False
AMZN,ODFL,0.45690318953054276,Internet Retail,Trucking,False
AAPL,WBD,0.4568851897611128,Consumer Electronics,Entertainment,False
SBUX,TXN,0.4567149932326356,Restaurants,Semiconductors,False
ADI,DASH,0.45659315191189037,Semiconductors,Internet Retail,False
CTSH,SBUX,0.4560915540782427,Information Technology Services,Restaurants,False
META,MSTR,0.4558929567816767,Internet Content & Information,Software - Application,False
ODFL,ROST,0.4558908729031402,Trucking,Apparel Retail,False
CTSH,TEAM,0.45576256565140594,Information Technology Services,Software - Application,False
ADP,XEL,0.4557002532621146,Software - Application,Utilities - Regulated Electric,False
BKNG,LIN,0.45563551551310655,Travel Services,Specialty Chemicals,False
PCAR,ROST,0.45542729812500726,Farm & Heavy Construction Machinery,Apparel Retail,False
AMZN,FTNT,0.4554065529526237,Internet Retail,Software - Infrastructure,False
AAPL,CDW,0.45529142726317695,Consumer Electronics,Information Technology Services,False
DASH,NXPI,0.4551514159194361,Internet Retail,Semiconductors,False
CRWD,GOOGL,0.454936875774532,Software - Infrastructure,Internet Content & Information,False
ADSK,CTAS,0.45492173167236843,Software - Application,Specialty Business Services,False
BKR,LRCX,0.45483457525782006,Oil & Gas Equipment & Services,Semiconductor Equipment & Materials,False
CTSH,ON,0.45469875483569094,Information Technology Services,Semiconductors,False
AMD,DASH,0.45466065498480074,Semiconductors,Internet Retail,False
ADI,LIN,0.454533522214021,Semiconductors,Specialty Chemicals,False
FANG,HON,0.45412741272241985,Oil & Gas E&P,Conglomerates,False
MSTR,PLTR,0.45396158960916116,Software - Application,Software - Infrastructure,False
ARM,GEHC,0.4535905077229768,Semiconductors,Medical Devices,False
MSFT,MSTR,0.45358565986012667,Software - Infrastructure,Software - Application,False
ADI,CDNS,0.45330041899843676,Semiconductors,Software - Application,False
BKNG,GFS,0.45304888495032797,Travel Services,Semiconductors,False
CTSH,FAST,0.4529564651105269,Information Technology Services,Industrial Distribution,False
ADP,CCEP,0.4528337661459136,Software - Application,Beverages - Non-Alcoholic,False
AAPL,PANW,0.4525501870633752,Consumer Electronics,Software - Infrastructure,False
CDNS,META,0.4523241306223807,Software - Application,Internet Content & Information,False
FAST,ROP,0.4521074738714903,Industrial Distribution,Software - Application,False
BKR,CSCO,0.45205053341450785,Oil & Gas Equipment & Services,Communication Equipment,False
FTNT,NXPI,0.45203408399251466,Software - Infrastructure,Semiconductors,False
BKNG,ISRG,0.4518965317367273,Travel Services,Medical Instruments & Supplies,False
AAPL,AMAT,0.4517125178824585,Consumer Electronics,Semiconductor Equipment & Materials,False
BKNG,INTU,0.45153506104406743,Travel Services,Software - Application,False
INTC,LRCX,0.4515220101294312,Semiconductors,Semiconductor Equipment & Materials,False
ADP,TMUS,0.4514554918315405,Software - Application,Telecom Services,False
AAPL,FANG,0.4514463127653823,Consumer Electronics,Oil & Gas E&P,False
AAPL,WDAY,0.4514245274087557,Consumer Electronics,Software - Application,False
ADI,ROP,0.45124810536695054,Semiconductors,Software - Application,False
ROP,VRSK,0.4511217594006226,Software - Application,Consulting Services,False
CRWD,CSCO,0.45110865941976463,Software - Infrastructure,Communication Equipment,False
ABNB,FANG,0.45106758426746163,Travel Services,Oil & Gas E&P,False
LRCX,MSTR,0.45085521800055006,Semiconductor Equipment & Materials,Software - Application,False
ADBE,FTNT,0.45084858096896574,Software - Application,Software - Infrastructure,False
TSLA,WBD,0.45080797698251657,Auto Manufacturers,Entertainment,False
ASML,ISRG,0.4506992142128165,Semiconductor Equipment & Materials,Medical Instruments & Supplies,False
ON,SBUX,0.4506824945403716,Semiconductors,Restaurants,False
BKR,NXPI,0.4504821734550606,Oil & Gas Equipment & Services,Semiconductors,False
AMZN,BKNG,0.4504244725269861,Internet Retail,Travel Services,False
ADI,CTAS,0.4501047702161803,Semiconductors,Specialty Business Services,False
ABNB,ZS,0.45000090737923465,Travel Services,Software - Infrastructure,False
QCOM,WBD,0.44982627508734313,Semiconductors,Entertainment,False
ADSK,GEHC,0.4497726114883186,Software - Application,Medical Devices,False
COST,LIN,0.449714379559073,Discount Stores,Specialty Chemicals,False
MCHP,TTD,0.449533681576805,Semiconductors,Advertising Agencies,False
AMAT,INTC,0.4494168028950488,Semiconductor Equipment & Materials,Semiconductors,False
FTNT,WDAY,0.44915904766071024,Software - Infrastructure,Software - Application,False
MU,PANW,0.44907559243131856,Semiconductors,Software - Infrastructure,False
DASH,KLAC,0.44897983579677175,Internet Retail,Semiconductor Equipment & Materials,False
ADSK,GFS,0.4489789228124029,Software - Application,Semiconductors,False
MCHP,ZS,0.44876866827569123,Semiconductors,Software - Infrastructure,False
ON,PYPL,0.44875631114939823,Semiconductors,Credit Services,False
AAPL,ARM,0.44859267786393997,Consumer Electronics,Semiconductors,False
ORLY,VRSK,0.4485428719054847,Auto Parts,Consulting Services,False
ORLY,XEL,0.4483106600299267,Auto Parts,Utilities - Regulated Electric,False
CSCO,HON,0.4482698050369708,Communication Equipment,Conglomerates,False
META,TEAM,0.44820554949498154,Internet Content & Information,Software - Application,False
CRWD,NXPI,0.4481849358150281,Software - Infrastructure,Semiconductors,False
AMAT,META,0.4480597950366807,Semiconductor Equipment & Materials,Internet Content & Information,False
AMZN,MDB,0.44799632611872164,Internet Retail,Software - Infrastructure,False
ABNB,WDAY,0.44753614497222266,Travel Services,Software - Application,False
ABNB,MSFT,0.44750859321280445,Travel Services,Software - Infrastructure,False
CSGP,CTAS,0.4473667029745234,Real Estate Services,Specialty Business Services,False
ADI,CRWD,0.4473447619378898,Semiconductors,Software - Infrastructure,False
QCOM,ZS,0.4471570715304844,Semiconductors,Software - Infrastructure,False
LIN,TXN,0.447009443720059,Specialty Chemicals,Semiconductors,False
LRCX,SBUX,0.44679764338489786,Semiconductor Equipment & Materials,Restaurants,False
AMAT,PCAR,0.44679204161064767,Semiconductor Equipment & Materials,Farm & Heavy Construction Machinery,False
ADP,BKNG,0.44662470638865137,Software - Application,Travel Services,False
GFS,TSLA,0.4463524898681379,Semiconductors,Auto Manufacturers,False
KDP,KHC,0.4462140509476094,Beverages - Non-Alcoholic,Packaged Foods,False
ABNB,PLTR,0.44612987831281314,Travel Services,Software - Infrastructure,False
MSTR,QCOM,0.44609930961913635,Software - Application,Semiconductors,False
LIN,PYPL,0.44608332648106397,Specialty Chemicals,Credit Services,False
EXC,MDLZ,0.4459247135155048,Utilities - Regulated Electric,Confectioners,False
KLAC,PYPL,0.44571846148283795,Semiconductor Equipment & Materials,Credit Services,False
BKNG,KLAC,0.4451252279670807,Travel Services,Semiconductor Equipment & Materials,False
ADP,CSCO,0.44501682918090063,Software - Application,Communication Equipment,False
CDW,MRVL,0.444234811067442,Information Technology Services,Semiconductors,False
ADBE,CDW,0.44412788998398006,Software - Application,Information Technology Services,False
DASH,MRVL,0.44410687022210094,Internet Retail,Semiconductors,False
ROP,TXN,0.4439478315486174,Software - Application,Semiconductors,False
INTU,ISRG,0.4439367422512069,Software - Application,Medical Instruments & Supplies,False
FTNT,NVDA,0.4438925984813645,Software - Infrastructure,Semiconductors,False
CTAS,XEL,0.44373535249107615,Specialty Business Services,Utilities - Regulated Electric,False
BIIB,GEHC,0.4437313711931442,Drug Manufacturers - General,Medical Devices,False
AMGN,PEP,0.44364116365943046,Drug Manufacturers - General,Beverages - Non-Alcoholic,False
ASML,GEHC,0.44355077691206174,Semiconductor Equipment & Materials,Medical Devices,False
CMCSA,LIN,0.44344880831968253,Telecom Services,Specialty Chemicals,False
CEG,MSFT,0.44341020715574025,Utilities - Independent Power Producers,Software - Infrastructure,False
HON,TXN,0.4432110301492615,Conglomerates,Semiconductors,False
ADI,FTNT,0.4431228882445989,Semiconductors,Software - Infrastructure,False
CSCO,ZS,0.4430276946491875,Communication Equipment,Software - Infrastructure,False
BKNG,WDAY,0.442999150887385,Travel Services,Software - Application,False
ABNB,MRVL,0.44295559000842577,Travel Services,Semiconductors,False
ADBE,ODFL,0.4427307640288456,Software - Application,Trucking,False
AVGO,PANW,0.44245653837099636,Semiconductors,Software - Infrastructure,False
DASH,PANW,0.4424397304311365,Internet Retail,Software - Infrastructure,False
KLAC,SBUX,0.4423054574310796,Semiconductor Equipment & Materials,Restaurants,False
ABNB,DASH,0.44214914160002494,Travel Services,Internet Retail,False
CDW,META,0.44210441223818076,Information Technology Services,Internet Content & Information,False
AXON,CRWD,0.44203027409008244,Aerospace & Defense,Software - Infrastructure,False
ADI,GOOGL,0.4419826516901481,Semiconductors,Internet Content & Information,False
ADP,COST,0.44182448118011647,Software - Application,Discount Stores,False
ARM,META,0.4417458611688126,Semiconductors,Internet Content & Information,False
VRSK,XEL,0.44170900523225903,Consulting Services,Utilities - Regulated Electric,False
KDP,MDLZ,0.4413454634753657,Beverages - Non-Alcoholic,Confectioners,False
AAPL,FAST,0.441245078259667,Consumer Electronics,Industrial Distribution,False
ADBE,GEHC,0.4411515676257006,Software - Application,Medical Devices,False
ASML,MSFT,0.44096681208814087,Semiconductor Equipment & Materials,Software - Infrastructure,False
PYPL,WDAY,0.44086527339198667,Credit Services,Software - Application,False
CEG,PLTR,0.4407859722176061,Utilities - Independent Power Producers,Software - Infrastructure,False
AMZN,DDOG,0.4407359001397187,Internet Retail,Software - Application,False
META,QCOM,0.4405898119476377,Internet Content & Information,Semiconductors,False
QCOM,ROST,0.44040408787780266,Semiconductors,Apparel Retail,False
CDNS,GEHC,0.4402429175608252,Software - Application,Medical Devices,False
LIN,QCOM,0.44016447430396244,Specialty Chemicals,Semiconductors,False
ADSK,ARM,0.4401415715797993,Software - Application,Semiconductors,False
